Leading proteins,Protein,Protein names,Gene names
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
A0A338P6S3,A0A338P6S3,Sphingomyelin phosphodiesterase 4,Smpd4
A0A338P6S3,A0A338P6S3,Sphingomyelin phosphodiesterase 4,Smpd4
Q9DC77,Q9DC77,Small muscular protein,Smpx
Q9DC77,Q9DC77,Small muscular protein,Smpx
Q9DC77,Q9DC77,Small muscular protein,Smpx
D3YVS1,D3YVS1,,Smtn
D3YVS1;D3Z3Q3,D3Z3Q3,Smoothelin,Smtn
D3Z3Q3,D3Z3Q3,Smoothelin,Smtn
D3YVS1;D3Z3Q3,D3Z3Q3,Smoothelin,Smtn
D3YVS1;D3Z3Q3,D3Z3Q3,Smoothelin,Smtn
D3Z3Q3,D3Z3Q3,Smoothelin,Smtn
D3Z3Q3,D3Z3Q3,Smoothelin,Smtn
D3YVS1,D3YVS1,,Smtn
Q99LM3,Q99LM3,Smoothelin-like protein 1,Smtnl1
Q99LM3,Q99LM3,Smoothelin-like protein 1,Smtnl1
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
Q5F247,Q5F247,Smoothelin-like protein 2,Smtnl2
G5E8R7,G5E8R7,Histone-lysine N-methyltransferase Smyd1,Smyd1
G5E8R7,G5E8R7,Histone-lysine N-methyltransferase Smyd1,Smyd1
Q8R5A0,Q8R5A0,N-lysine methyltransferase SMYD2,Smyd2
Q8R5A0,Q8R5A0,N-lysine methyltransferase SMYD2,Smyd2
Q9D3L3,Q9D3L3,Synaptosomal-associated protein;Synaptosomal-associated protein 23,Snap23
Q9D3L3,Q9D3L3,Synaptosomal-associated protein;Synaptosomal-associated protein 23,Snap23
Q9D3L3,Q9D3L3,Synaptosomal-associated protein;Synaptosomal-associated protein 23,Snap23
Q9D3L3,Q9D3L3,Synaptosomal-associated protein;Synaptosomal-associated protein 23,Snap23
Q9ERB0,Q9ERB0,Synaptosomal-associated protein 29,Snap29
Q9Z266-2,Q9Z266-2,SNARE-associated protein Snapin,Snapin
Q78PY7,Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1
Q78PY7,Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1
Q78PY7,Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1
Q78PY7,Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1
Q78PY7,Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1
Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1
Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1
Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1
Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1
Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1
Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1
Q8VDU5,Q8VDU5,SNF-related serine/threonine-protein kinase,Snrk
Q8VDU5,Q8VDU5,SNF-related serine/threonine-protein kinase,Snrk
Q6P4T2,Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase,Snrnp200
Q62376,Q62376,U1 small nuclear ribonucleoprotein 70 kDa,Snrnp70
Q62376,Q62376,U1 small nuclear ribonucleoprotein 70 kDa,Snrnp70
P62317,P62317,Small nuclear ribonucleoprotein Sm D2,Snrpd2
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
A2AKD7,A2AKD7,Alpha-1-syntrophin,Snta1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
Q99L88,Q99L88,Beta-1-syntrophin,Sntb1
B7ZNU9,B7ZNU9,Beta-2-syntrophin,Sntb2
B7ZNU9,B7ZNU9,Beta-2-syntrophin,Sntb2
B7ZNU9,B7ZNU9,Beta-2-syntrophin,Sntb2
B7ZNU9,B7ZNU9,Beta-2-syntrophin,Sntb2
B7ZNU9,B7ZNU9,Beta-2-syntrophin,Sntb2
A0A0B4J1E2,A0A0B4J1E2,SNW domain-containing protein 1,Snw1
A0A0B4J1E2,A0A0B4J1E2,SNW domain-containing protein 1,Snw1
A0A0B4J1E2,A0A0B4J1E2,SNW domain-containing protein 1,Snw1
A0A0B4J1E2,A0A0B4J1E2,SNW domain-containing protein 1,Snw1
A0A0B4J1E2,A0A0B4J1E2,SNW domain-containing protein 1,Snw1
D3YWH1;Q6NZD2,Q6NZD2,Sorting nexin-1,Snx1
D3YWH1;Q6NZD2,Q6NZD2,,Snx1
D3YWH1,D3YWH1,,Snx1
Q91WL6,Q91WL6,Sorting nexin-11,Snx11
Q6ZWQ5,Q6ZWQ5,Sorting nexin-12,Snx12
G3UX33,G3UX33,,Snx14
G3UX33,G3UX33,,Snx14
D3YVT2,D3YVT2,Sorting nexin-15,Snx15
D3YVT2,D3YVT2,Sorting nexin-15,Snx15
D3YVT2,D3YVT2,Sorting nexin-15,Snx15
Q8BLP0,Q8BLP0,Sorting nexin-16,Snx16
Q8BLP0,Q8BLP0,Sorting nexin-16,Snx16
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8BVL3,Q8BVL3,Sorting nexin-17,Snx17
Q8C788,Q8C788,Sorting nexin;Sorting nexin-18,Snx18
Q8C788,Q8C788,Sorting nexin;Sorting nexin-18,Snx18
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2
A0A0R4J0D0,A0A0R4J0D0,Sorting nexin-20,Snx20
Q9D3S3,Q9D3S3,Sorting nexin-29,Snx29
Q9D3S3,Q9D3S3,Sorting nexin-29,Snx29
Q9D3S3,Q9D3S3,Sorting nexin-29,Snx29
D3Z6Z0,D3Z6Z0,Sorting nexin-3,Snx3
Q8CE50,Q8CE50,Sorting nexin-30,Snx30
Q4VAA7,Q4VAA7,Sorting nexin-33,Snx33
F8WI30,F8WI30,,Snx7
Q91VH2,Q91VH2,Sorting nexin-9,Snx9
Q91VH2,Q91VH2,Sorting nexin-9,Snx9
Q0P5V2,Q0P5V2,Sine oculis-binding protein homolog,Sobp
Q0P5V2,Q0P5V2,Sine oculis-binding protein homolog,Sobp
P08228,P08228,Superoxide dismutase [Cu-Zn],Sod1
P08228,P08228,Superoxide dismutase [Cu-Zn],Sod1
A2ACV6,A2ACV6,Protein SOGA1;N-terminal form;C-terminal 80 kDa form,Soga1
A2ACV6,A2ACV6,,Soga1
A2ACV6,A2ACV6,Protein SOGA1;N-terminal form;C-terminal 80 kDa form,Soga1
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
H9KV01,H9KV01,Protein SON,Son
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;A0A286YD34;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;A0A286YD34;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0,A0A286YCQ0,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;D3Z5J3,D3Z5J3,,Sorbs1
A0A286YCQ0;A0A286YD34;D3Z5J3,D3Z5J3,,Sorbs1
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
D3Z0N2,D3Z0N2,,Sorbs2
B2RXQ9;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B7ZWM6,B7ZWM6,Sorbin and SH3 domain-containing protein 2,Sorbs2
B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B7ZWM6;Q3UTJ2-2,Q3UTJ2-2,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;D3Z080;D3Z0N2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
D3Z0N2,D3Z0N2,,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
D3Z080,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B7ZWM6,B7ZWM6,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9,B2RXQ9,,Sorbs2
D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;Q3UTJ2-2,,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
D3Z0N2,D3Z0N2,,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
B2RXQ9;B7ZWM6;D3Z080;Q3UTJ2-2,D3Z080,Sorbin and SH3 domain-containing protein 2,Sorbs2
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q8K0M3,Q8K0M3,Vinexin,Sorbs3
Q64442,Q64442,Sorbitol dehydrogenase,Sord
Q6PHU5,Q6PHU5,Sortilin,Sort1
Q6PHU5,Q6PHU5,Sortilin,Sort1
Q62245,Q62245,Son of sevenless homolog 1,Sos1
Q62245,Q62245,Son of sevenless homolog 1,Sos1
Q62245,Q62245,Son of sevenless homolog 1,Sos1
Q62245,Q62245,Son of sevenless homolog 1,Sos1
Q62245,Q62245,Son of sevenless homolog 1,Sos1
S4R2C4,S4R2C4,Son of sevenless homolog 2,Sos2
Q99P68,Q99P68,Sclerostin,Sost
Q8C0J6,Q8C0J6,Ankyrin repeat domain-containing protein SOWAHC,Sowahc
Q8C0J6,Q8C0J6,Ankyrin repeat domain-containing protein SOWAHC,Sowahc
Q8C0J6,Q8C0J6,Ankyrin repeat domain-containing protein SOWAHC,Sowahc
Q8C0J6,Q8C0J6,Ankyrin repeat domain-containing protein SOWAHC,Sowahc
D3Z7I3,D3Z7I3,Transcription factor SOX-13,Sox13
D3Z7I3,D3Z7I3,Transcription factor SOX-13,Sox13
D3Z7I3,D3Z7I3,Transcription factor SOX-13,Sox13
D3Z7I3,D3Z7I3,Transcription factor SOX-13,Sox13
D3Z7I3,D3Z7I3,Transcription factor SOX-13,Sox13
P43680,P43680,Transcription factor SOX-18,Sox18
B2KFM4,B2KFM4,,Sox5
B2KFM4,B2KFM4,Transcription factor SOX-5,Sox5
B2KFM4,B2KFM4,Transcription factor SOX-5,Sox5
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6,Q8BSS6,Transcription factor SOX-6,Sox6
Q8BSS6;B2KFM4,Q8BSS6,Transcription factor SOX-6;Transcription factor SOX-5,Sox6;Sox5
Q04886,Q04886,Transcription factor SOX-8,Sox8
Q04886,Q04886,Transcription factor SOX-8,Sox8
Q04886,Q04886,Transcription factor SOX-8,Sox8
Q04887,Q04887,Transcription factor SOX-9,Sox9
G3X8Q0,G3X8Q0,Transcription factor Sp1,Sp1
G3X8Q0,G3X8Q0,Transcription factor Sp1,Sp1
G3X8Q0,G3X8Q0,Transcription factor Sp1,Sp1
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8C405,Q8C405,Nuclear autoantigen Sp-100,Sp100
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110;C130026I21Rik
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110;C130026I21Rik
F7DFN7,F7DFN7,,Sp140
Q8BNQ4,Q8BNQ4,Transcription factor Sp2,Sp2
Q8BNQ4,Q8BNQ4,Transcription factor Sp2,Sp2
O70494,O70494,Transcription factor Sp3,Sp3
K4DI62,K4DI62,Transcription factor Sp4,Sp4
Q5RM08,Q5RM08,Transcription factor Sp7,Sp7
Q5RM08,Q5RM08,Transcription factor Sp7,Sp7
Q5RM08,Q5RM08,Transcription factor Sp7,Sp7
Q5RM08,Q5RM08,Transcription factor Sp7,Sp7
Q7TME2,Q7TME2,Sperm-associated antigen 5,Spag5
Q5SX56,Q5SX56,Sperm-associated antigen 7,Spag7
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0R4J196,A0A0R4J196,C-Jun-amino-terminal kinase-interacting protein 4,Spag9
A0A0G2JFH7,A0A0G2JFH7,SPARC-like protein 1,Sparcl1
A0A286YCJ4,A0A286YCJ4,Spastin,Spast
A0A286YCJ4,A0A286YCJ4,Spastin,Spast
A0A286YCJ4,A0A286YCJ4,Spastin,Spast
A0A286YCJ4,A0A286YCJ4,Spastin,Spast
E9Q3I3,E9Q3I3,,Spata13
Q8BNN1,Q8BNN1,Spermatogenesis-associated protein 2-like protein,Spata2l
A0A0G2JFY0,A0A0G2JFY0,Spermatogenesis-associated protein 5,Spata5
A0A0G2JFY0,A0A0G2JFY0,Spermatogenesis-associated protein 5,Spata5
A2AED8,A2AED8,Spermatogenesis-associated protein 6,Spata6
A0A2R8VJY7,A0A2R8VJY7,Spermatogenesis-associated serine-rich protein 2,Spats2
Q923A2,Q923A2,Protein Spindly,Spdl1
Q923A2,Q923A2,Protein Spindly,Spdl1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
A0A0J9YTU3,A0A0J9YTU3,Cytospin-B,Specc1
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98,Q2KN98,Cytospin-A,Specc1l
Q2KN98;E9Q3P4,Q2KN98,Cytospin-A,Specc1l;Cenpf
Q2KN98;E9Q3P4,Q2KN98,Cytospin-A,Specc1l;Cenpf
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
E9QQ25,E9QQ25,Striated muscle-specific serine/threonine-protein kinase,Speg
